1,588,0.9992218
1,3114,0.9991695
1,1265,0.9990739
2,3489,0.9991817
2,367,0.99884117
2,2054,0.9987586
3,3450,0.9989294
3,587,0.9976263
3,2424,0.99751186
4,597,0.9959161
4,1614,0.99587476
4,1569,0.9957101
5,586,0.998118
5,500,0.9979653
5,231,0.9978488
6,2278,0.99911714
6,457,0.99900955
6,474,0.99893016
7,539,0.99885374
7,597,0.9988152
7,2424,0.99881375
8,1015,0.99221456
8,2,0.9904742
8,2089,0.9901811
9,1385,0.99609303
9,95,0.995955
9,1479,0.99594104
10,1722,0.9993876
10,1370,0.99919546
10,648,0.9991917
11,440,0.99907446
11,539,0.99906874
11,597,0.99891335
12,2004,0.99644136
12,3264,0.9962809
12,2793,0.99621195
13,364,0.9954
13,1033,0.99533564
13,1907,0.99531657
14,3386,0.99668026
14,1120,0.996408
14,300,0.99628496
15,1562,0.99624705
15,1917,0.996172
15,552,0.99610305
16,47,0.99875677
16,1343,0.99863565
16,454,0.99860835
17,838,0.99846506
17,1183,0.9983312
17,3260,0.99825066
18,47,0.996544
18,1092,0.9965263
18,1089,0.9965174
19,344,0.99916136
19,784,0.9984138
19,231,0.9983664
20,485,0.99771917
20,434,0.9976171
20,95,0.99756426
21,380,0.9988687
21,457,0.99879116
21,733,0.99878407
22,1620,0.9982956
22,832,0.99820954
22,2268,0.99820215
23,832,0.99639124
23,165,0.99619603
23,95,0.9961713
24,2699,0.9982284
24,2701,0.9974948
24,2706,0.99732506
25,1393,0.99875087
25,296,0.9987251
25,1094,0.99870795
26,1411,0.9928301
26,1682,0.9928228
26,3105,0.9927042
27,282,0.992288
27,222,0.9921723
27,605,0.9920916
28,17,0.9965613
28,838,0.99609816
28,1296,0.9955474
29,1199,0.9981446
29,32,0.9978617
29,1921,0.99764746
30,446,0.9922005
30,326,0.99185896
30,1280,0.9918045
31,1027,0.9963184
31,802,0.9958724
31,1682,0.99550486
32,1584,0.9992362
32,2571,0.99915755
32,2916,0.9991288
33,2600,0.9556669
33,1496,0.9431269
33,490,0.94293797
34,1,0.9988669
34,2384,0.9986651
34,1265,0.9986527
35,509,0.9937897
35,1643,0.99362713
35,838,0.99323577
36,318,0.99889344
36,1704,0.9988639
36,608,0.99870735
37,410,0.95691705
37,2486,0.9460429
37,1517,0.9444877
38,2042,0.99072224
38,3247,0.988311
38,2953,0.9881623
39,1265,0.99917585
39,357,0.9990469
39,3253,0.99904567
40,3179,0.9789229
40,1271,0.9787611
40,509,0.9783721
41,1224,0.9962759
41,1095,0.9955404
41,272,0.9952491
42,6,0.9971005
42,288,0.99691737
42,434,0.9967062
43,2336,0.9966261
43,2333,0.995475
43,2690,0.99464995
44,1377,0.99846286
44,208,0.99842787
44,316,0.99840397
45,3255,0.99835366
45,1923,0.9981818
45,39,0.99816865
46,339,0.997077
46,222,0.99688864
46,539,0.9968653
47,50,0.99926555
47,1089,0.9992206
47,296,0.999004
48,595,0.9988128
48,364,0.9988043
48,783,0.9987621
49,461,0.98530555
49,523,0.9834269
49,2774,0.9824561
50,1089,0.9994329
50,608,0.9993903
50,1617,0.9993605
52,348,0.99838316
52,39,0.998189
52,1747,0.9981328
53,213,0.9663018
53,30,0.9606877
53,308,0.9595367
54,2042,0.9936007
54,2036,0.99338
54,1005,0.99323046
55,1678,0.98938096
55,697,0.9879091
55,2442,0.9876868
56,258,0.9712357
56,2,0.96610695
56,3489,0.9655618
57,1268,0.99414873
57,1271,0.9937405
57,372,0.99363863
58,265,0.99833065
58,1094,0.9981587
58,17,0.997959
59,2197,0.9657312
59,2585,0.9655032
59,1428,0.9646969
60,2,0.9986205
60,3489,0.99805295
60,317,0.99789685
61,22,0.9954252
61,1620,0.9953244
61,1003,0.995066
62,1682,0.9987505
62,150,0.99854714
62,2268,0.9984453
63,69,0.9956508
63,180,0.99535364
63,344,0.99535125
64,236,0.9951616
64,289,0.995081
64,252,0.9946554
65,3243,0.99763006
65,19,0.99757975
65,2953,0.99752593
66,1037,0.99645215
66,173,0.9959148
66,519,0.9956412
67,1184,0.95413053
67,725,0.95413053
67,1432,0.9528948
68,357,0.9888349
68,345,0.9862124
68,232,0.9853117
69,441,0.9978018
69,180,0.99748814
69,1923,0.99737835
70,288,0.9986683
70,353,0.9986529
70,1377,0.99860054
71,303,0.99532586
71,1100,0.99531263
71,20,0.99525553
72,125,0.9939842
72,562,0.99327403
72,1060,0.9927221
73,1873,0.9970583
73,2336,0.99115604
73,62,0.9910581
74,1888,0.99584794
74,236,0.99532735
74,605,0.9950391
75,174,0.9781668
75,437,0.97476196
75,2860,0.9745169
76,1779,0.99748105
76,1603,0.9974499
76,1690,0.9972497
77,162,0.988868
77,1649,0.9877064
77,2859,0.9874492
78,225,0.99178123
78,431,0.99162
78,508,0.9914908
79,832,0.9959209
79,2803,0.9958451
79,350,0.99583995
80,1041,0.9886389
80,306,0.9881179
80,3089,0.98751104
81,1729,0.99673665
81,555,0.9959798
81,1089,0.9959268
82,58,0.9930729
82,1187,0.9915936
82,314,0.99145806
83,994,0.9842246
83,337,0.9826041
83,800,0.9821027
84,205,0.9801354
84,345,0.9788635
84,1545,0.9777397
85,265,0.99624604
85,1183,0.99601513
85,272,0.99601156
86,2433,0.9954586
86,24,0.9938358
86,2605,0.99358547
87,1021,0.9950979
87,355,0.99509174
87,2953,0.9942082
88,333,0.99840486
88,2335,0.99800485
88,231,0.99783564
89,165,0.9974853
89,95,0.997456
89,733,0.99740905
90,1725,0.96231276
90,1624,0.9538664
90,3125,0.9520027
92,230,0.995081
92,3686,0.9945784
92,22,0.9940681
93,153,0.9951525
93,2953,0.99510133
93,3254,0.9950801
94,372,0.99607986
94,1268,0.99603724
94,2268,0.99603003
95,1552,0.9991561
95,165,0.99915165
95,1370,0.9991313
96,28,0.98277456
96,337,0.97375757
96,342,0.9728145
97,175,0.98689437
97,1060,0.98631793
97,101,0.9858627
98,846,0.9709023
98,2540,0.96910226
98,1872,0.9688626
99,162,0.98878944
99,1649,0.98876494
99,246,0.9879684
100,454,0.9967007
100,832,0.99633455
100,16,0.9960145
101,2395,0.99740416
101,1060,0.9969364
101,1449,0.996779
102,374,0.99470407
102,1485,0.9936868
102,19,0.99364877
103,22,0.9905271
103,436,0.9901953
103,1003,0.9899583
104,231,0.9988756
104,1517,0.99887246
104,1923,0.99884516
105,3528,0.9979859
105,1183,0.99797755
105,509,0.99779147
106,1734,0.9696093
106,2705,0.9662151
106,824,0.96596
107,2083,0.9979064
107,588,0.99721694
107,3397,0.99699455
108,99,0.9813249
108,1192,0.9701054
108,1480,0.96969163
110,2028,0.9990225
110,589,0.9990147
110,1610,0.9989123
111,1208,0.99891514
111,1228,0.99881804
111,1252,0.9987568
112,2273,0.99883354
112,733,0.99858123
112,2167,0.9985341
113,350,0.9909626
113,1892,0.99022686
113,1620,0.9897084
114,764,0.9745382
114,1650,0.9709188
114,580,0.96890193
116,2096,0.9808142
116,2738,0.9803886
116,3350,0.9798064
117,1089,0.9934232
117,47,0.99261224
117,3019,0.9923741
118,1457,0.99374163
118,2424,0.9931406
118,708,0.9929613
119,1569,0.9763672
119,7,0.97449446
119,805,0.9731273
120,2491,0.9597502
120,2443,0.9588304
120,3125,0.95346844
121,425,0.9835463
121,1699,0.9824062
121,1041,0.9818868
122,344,0.9967217
122,3254,0.9965953
122,333,0.9963841
123,247,0.9929059
123,25,0.9914277
123,778,0.99123776
124,1788,0.97564965
124,3127,0.9742551
124,1365,0.9739604
125,1449,0.9978194
125,1060,0.99772614
125,2289,0.9976484
126,2162,0.99771583
126,2,0.9957214
126,2161,0.995341
127,3382,0.9510096
127,3323,0.9510096
127,657,0.94330925
128,2330,0.9772526
128,117,0.97298235
128,549,0.97249633
129,1057,0.9704507
129,72,0.9703537
129,3911,0.96888787
130,139,0.94330925
130,3130,0.9403886
130,164,0.9172487
131,3614,0.97962445
131,574,0.97709745
131,249,0.9770351
132,22,0.99590206
132,2505,0.9958584
132,540,0.9955957
133,607,0.94330925
133,3228,0.94330925
133,3651,0.94330925
134,2330,0.94375896
134,556,0.9387376
134,1649,0.93278766
135,520,0.99677974
135,2335,0.99677354
135,435,0.9967233
136,549,0.9832784
136,2612,0.97359705
