1,587,5.0
1,2054,5.0
1,2858,5.0
2,3617,5.0
2,1278,5.0
2,2947,5.0
3,527,5.0
3,1221,5.0
3,1307,5.0
4,246,5.0
4,36,5.0
4,62,5.0
5,1214,5.0
5,2161,5.0
5,1204,5.0
6,1197,5.0
6,2208,5.0
6,3114,5.0
7,3512,5.0
7,3499,5.0
7,34,5.0
8,1248,5.0
8,1179,5.0
8,2118,5.0
9,1207,5.0
9,1200,5.0
9,34,5.0
10,3949,5.0
10,1036,5.0
10,1719,5.0
11,2232,5.0
11,1199,5.0
11,1201,5.0
12,2861,5.0
12,50,5.0
12,62,5.0
13,1206,5.0
13,1199,5.0
13,2975,5.0
14,2664,5.0
14,543,5.0
14,260,5.0
15,3871,5.0
15,3949,5.0
15,34,5.0
16,1035,5.0
16,1206,5.0
16,2300,5.0
17,1207,5.0
17,3160,5.0
17,1041,5.0
18,3948,5.0
18,2762,5.0
18,480,5.0
19,923,5.0
19,2997,5.0
19,1952,5.0
20,246,5.0
20,50,5.0
20,235,5.0
21,233,5.0
21,47,5.0
21,194,5.0
22,1230,5.0
22,3095,5.0
22,1148,5.0
23,969,5.0
23,920,5.0
23,912,5.0
24,3949,5.0
24,1064,5.0
24,1025,5.0
25,3897,5.0
25,50,5.0
25,3435,5.0
26,596,5.0
26,608,5.0
26,50,5.0
27,3897,5.0
27,1673,5.0
27,34,5.0
28,2490,5.0
28,1250,5.0
28,1262,5.0
29,1193,5.0
29,1179,5.0
29,1,5.0
30,2108,5.0
30,43,5.0
30,3409,5.0
31,2100,5.0
31,1041,5.0
31,2067,5.0
32,3210,5.0
32,1136,5.0
32,17,5.0
33,2671,4.5059166
33,2028,4.5
33,597,4.4991856
34,1221,5.0
34,3902,5.0
34,1198,5.0
35,3897,5.0
35,1754,5.0
35,1407,5.0
36,3949,5.0
36,1269,5.0
36,2398,5.0
37,745,5.0
37,246,5.0
37,2872,5.0
38,2371,5.0
38,3911,5.0
38,1204,5.0
39,1104,5.0
39,1088,5.0
39,1036,5.0
40,1945,5.0
40,2951,5.0
40,3499,5.0
41,1704,5.0
41,1653,5.0
41,39,5.0
42,899,5.0
42,3545,5.0
42,2396,5.0
43,1678,5.0
43,58,5.0
43,50,5.0
44,3897,5.0
